0.445,0.5981,0.7512,0.8178,0.8547,0.8765,0.8927,0.9043,0.9131,0.9201,0.9255,0.9298,0.9331,0.9359,0.9382,0.94,0.9418,0.9432,0.9435,0.9412,0.9357,0.9225,0.9175,0.9142,0.9113,0.9083,0.9047,0.9034,0.9016,0.9,0.8977,0.896,0.8944,0.893,0.8916,0.8902,0.8888,0.8874,0.8836,0.8829,0.8816,0.8803,0.8791,0.8769,0.8753,0.8736,0.8716,0.8705,0.8204,0.7523,0.8625
0.4568,0.6067,0.7566,0.8218,0.8581,0.8808,0.8963,0.9077,0.9158,0.9222,0.9273,0.9314,0.9347,0.9374,0.9397,0.9416,0.9432,0.9445,0.9452,0.943,0.9393,0.9327,0.9195,0.9166,0.913,0.9101,0.9072,0.9034,0.902,0.9004,0.8982,0.8962,0.8944,0.8926,0.891,0.8893,0.8877,0.886,0.8823,0.8813,0.8798,0.8783,0.8768,0.8745,0.8726,0.8708,0.8686,0.8673,0.8198,0.7551,0.8546
0.4698,0.6182,0.7666,0.8295,0.8642,0.8852,0.9001,0.9109,0.9188,0.9252,0.93,0.9339,0.9369,0.9394,0.9415,0.9432,0.9446,0.9459,0.9467,0.9448,0.942,0.9376,0.9257,0.9186,0.9158,0.9119,0.909,0.9061,0.9021,0.9005,0.8991,0.8971,0.8953,0.8936,0.8919,0.8903,0.8888,0.8872,0.8838,0.8828,0.8813,0.8799,0.8785,0.8763,0.8745,0.8728,0.8707,0.8695,0.8249,0.7638,0.8594
0.4816,0.6275,0.7733,0.8348,0.8686,0.8895,0.9037,0.914,0.9214,0.9273,0.9318,0.9354,0.9383,0.9407,0.9427,0.9444,0.9457,0.9468,0.9477,0.947,0.945,0.9406,0.935,0.9217,0.9178,0.9149,0.9117,0.9078,0.9049,0.9012,0.8992,0.8978,0.8959,0.8942,0.8926,0.891,0.8895,0.8879,0.8848,0.8838,0.8823,0.8809,0.8795,0.8774,0.8757,0.874,0.872,0.8708,0.8292,0.7717,0.8624
0.4937,0.6369,0.7802,0.84,0.8727,0.8929,0.9067,0.9166,0.9237,0.9293,0.9339,0.9373,0.9401,0.9422,0.944,0.9456,0.9468,0.9479,0.9487,0.9486,0.9465,0.9436,0.9393,0.9301,0.9198,0.9169,0.914,0.9111,0.9067,0.9037,0.9006,0.8978,0.8965,0.8947,0.893,0.8914,0.8899,0.8884,0.8855,0.8844,0.8829,0.8815,0.8801,0.8781,0.8765,0.8748,0.8728,0.8716,0.8329,0.7789,0.864
0.5032,0.6443,0.7855,0.8437,0.8757,0.8954,0.9087,0.9184,0.9255,0.9311,0.9354,0.9388,0.9414,0.9434,0.9451,0.9466,0.9477,0.9487,0.9495,0.9494,0.948,0.9448,0.9418,0.9377,0.9303,0.9189,0.916,0.9132,0.9103,0.906,0.9026,0.8997,0.8965,0.895,0.8934,0.8919,0.8904,0.8889,0.8864,0.8852,0.8838,0.8825,0.8812,0.8793,0.8777,0.8761,0.8743,0.8731,0.8373,0.787,0.8674
0.5197,0.6573,0.7949,0.8498,0.8805,0.8994,0.9122,0.9214,0.928,0.9332,0.9373,0.9403,0.9426,0.9447,0.9463,0.9477,0.9489,0.9498,0.9506,0.9508,0.9495,0.9478,0.945,0.9387,0.9353,0.9249,0.9176,0.9152,0.9123,0.9094,0.9058,0.9014,0.8985,0.8951,0.8936,0.8921,0.8907,0.8893,0.887,0.8858,0.8844,0.8831,0.8818,0.88,0.8785,0.877,0.8752,0.8741,0.8412,0.7944,0.8695
0.533,0.6673,0.8017,0.8561,0.8855,0.9027,0.9149,0.9237,0.9301,0.9352,0.9391,0.942,0.9443,0.9462,0.9477,0.949,0.95,0.9508,0.9515,0.9518,0.951,0.9489,0.9467,0.9436,0.9402,0.9348,0.9252,0.9166,0.9147,0.9115,0.9086,0.9053,0.9003,0.8974,0.8938,0.8923,0.8908,0.8894,0.8875,0.8862,0.8848,0.8834,0.8822,0.8804,0.879,0.8775,0.8758,0.8746,0.8447,0.8015,0.8707
0.5468,0.6781,0.8094,0.8618,0.8899,0.906,0.9172,0.9257,0.9319,0.9367,0.9405,0.9433,0.9455,0.9472,0.9487,0.9498,0.9508,0.9515,0.9522,0.9525,0.9519,0.9503,0.9486,0.9457,0.9424,0.9386,0.9342,0.9248,0.9155,0.9137,0.9106,0.9077,0.9047,0.9001,0.8962,0.8929,0.8909,0.8895,0.8875,0.8858,0.8841,0.8825,0.8809,0.8789,0.8772,0.8754,0.8735,0.872,0.8446,0.8047,0.8637
0.5584,0.6864,0.8144,0.8646,0.8921,0.9089,0.9201,0.9282,0.934,0.9386,0.9421,0.9447,0.9467,0.9484,0.9497,0.9507,0.9516,0.9523,0.9528,0.9531,0.9528,0.9517,0.9497,0.9478,0.9452,0.9412,0.9368,0.933,0.9238,0.9144,0.9123,0.9101,0.9069,0.904,0.9,0.8951,0.8922,0.8896,0.8881,0.8864,0.8848,0.8833,0.8819,0.8801,0.8786,0.877,0.8752,0.8739,0.8495,0.8133,0.8682
0.569,0.6949,0.8209,0.8703,0.8965,0.9123,0.923,0.9306,0.9361,0.9404,0.9436,0.9461,0.9479,0.9494,0.9506,0.9516,0.9523,0.9529,0.9533,0.9536,0.9535,0.9524,0.951,0.9491,0.947,0.944,0.9403,0.937,0.9322,0.9262,0.9147,0.911,0.9099,0.906,0.9031,0.8994,0.8943,0.891,0.8882,0.8867,0.8851,0.8836,0.8822,0.8805,0.879,0.8774,0.8757,0.8744,0.8529,0.8203,0.8694
0.588,0.7088,0.8296,0.8767,0.9014,0.9162,0.9257,0.9328,0.938,0.9417,0.9444,0.9468,0.9486,0.95,0.9511,0.952,0.9527,0.9533,0.9537,0.9539,0.954,0.9532,0.9521,0.9506,0.9481,0.9455,0.9426,0.9401,0.9356,0.9321,0.9265,0.9179,0.9096,0.9086,0.9055,0.9023,0.8988,0.8943,0.8899,0.8869,0.8854,0.8839,0.8824,0.8808,0.8793,0.8778,0.8762,0.8749,0.8562,0.8272,0.8703
0.5967,0.7152,0.8337,0.8785,0.9029,0.9175,0.9273,0.9341,0.9391,0.943,0.9459,0.948,0.9497,0.9509,0.9519,0.9527,0.9533,0.9537,0.954,0.9542,0.9543,0.9539,0.9526,0.9512,0.9495,0.9469,0.9449,0.9423,0.9386,0.9359,0.932,0.9271,0.9208,0.909,0.9072,0.9055,0.9014,0.8983,0.8941,0.8887,0.8855,0.884,0.8826,0.8811,0.8796,0.8781,0.8765,0.8752,0.8595,0.8339,0.8711
0.6174,0.7303,0.8433,0.8863,0.9087,0.9214,0.9303,0.9367,0.9412,0.9447,0.9474,0.9493,0.9507,0.9518,0.9526,0.9532,0.9537,0.954,0.9542,0.9543,0.9544,0.954,0.953,0.9518,0.9501,0.9486,0.9463,0.9429,0.9406,0.9379,0.9347,0.9306,0.9272,0.9222,0.9139,0.9058,0.9048,0.901,0.8977,0.8936,0.8884,0.8845,0.8827,0.8812,0.8796,0.8781,0.8765,0.8751,0.8622,0.8402,0.8705
0.6317,0.7397,0.8476,0.8893,0.9111,0.924,0.9325,0.9385,0.9427,0.946,0.9483,0.9501,0.9514,0.9523,0.953,0.9536,0.9539,0.9541,0.9543,0.9543,0.9542,0.9539,0.9533,0.9521,0.9506,0.9484,0.947,0.9447,0.9415,0.9397,0.9365,0.9336,0.9307,0.9269,0.922,0.9177,0.9094,0.9032,0.9009,0.8968,0.893,0.8884,0.8835,0.8813,0.8798,0.8783,0.8767,0.8753,0.8652,0.8467,0.8707
0.6427,0.749,0.8553,0.8933,0.9139,0.9261,0.9342,0.9399,0.9438,0.9468,0.9491,0.9507,0.9517,0.9525,0.9531,0.9535,0.9538,0.954,0.9541,0.954,0.9539,0.9537,0.953,0.9519,0.9507,0.9493,0.9474,0.9454,0.9432,0.9408,0.9389,0.9354,0.9329,0.9299,0.9263,0.9221,0.9189,0.9137,0.9083,0.9008,0.8964,0.8924,0.8883,0.8825,0.88,0.8785,0.8769,0.8754,0.8682,0.8532,0.8706
0.6584,0.759,0.8596,0.8975,0.9171,0.9286,0.9361,0.9413,0.945,0.9477,0.9497,0.9511,0.9521,0.9528,0.9533,0.9536,0.9538,0.9538,0.9538,0.9537,0.9535,0.9531,0.9525,0.9515,0.9503,0.9491,0.9476,0.9457,0.9436,0.9414,0.9383,0.9371,0.9344,0.9317,0.9285,0.9255,0.9224,0.9187,0.9153,0.9109,0.9064,0.8998,0.8921,0.8877,0.8825,0.8786,0.8771,0.8756,0.8713,0.8598,0.8711
0.6758,0.7724,0.869,0.904,0.9215,0.9314,0.9382,0.9429,0.9462,0.9487,0.9504,0.9516,0.9524,0.9529,0.9533,0.9534,0.9535,0.9534,0.9532,0.953,0.9527,0.9522,0.9517,0.9507,0.9494,0.9484,0.9473,0.9454,0.9432,0.9419,0.9399,0.9371,0.9352,0.9324,0.9298,0.927,0.9239,0.9213,0.917,0.9147,0.912,0.9079,0.9038,0.8989,0.8926,0.8847,0.8773,0.8758,0.8743,0.8664,0.8712
0.6971,0.7872,0.8774,0.9085,0.9237,0.9335,0.9398,0.9441,0.947,0.9492,0.9507,0.9517,0.9523,0.9527,0.9529,0.9529,0.9528,0.9527,0.9524,0.9521,0.9517,0.9512,0.9507,0.9499,0.9484,0.9471,0.9461,0.945,0.9435,0.9419,0.9397,0.9372,0.9349,0.9327,0.9299,0.9278,0.925,0.9223,0.9199,0.9147,0.9129,0.9097,0.9077,0.9045,0.9007,0.8968,0.8934,0.887,0.8801,0.8729,0.8657
0.7091,0.7955,0.8819,0.9121,0.9272,0.9361,0.9411,0.9446,0.9473,0.9492,0.9505,0.9513,0.9518,0.9521,0.9521,0.9521,0.9519,0.9516,0.9512,0.9508,0.9503,0.9496,0.949,0.9485,0.9475,0.9461,0.9447,0.9435,0.9425,0.941,0.9395,0.9373,0.9349,0.9325,0.9304,0.9279,0.9255,0.9227,0.9202,0.9158,0.9139,0.912,0.9094,0.9058,0.9032,0.8999,0.8969,0.8931,0.8895,0.8858,0.8821
0.727,0.8074,0.8877,0.915,0.9292,0.9372,0.9422,0.9456,0.9478,0.9493,0.9501,0.9506,0.9509,0.951,0.9509,0.9507,0.9504,0.9499,0.9495,0.9489,0.9483,0.9475,0.9468,0.9461,0.9455,0.9446,0.9432,0.942,0.9407,0.9395,0.9381,0.9362,0.933,0.9315,0.9297,0.9268,0.9243,0.9224,0.9197,0.9163,0.9136,0.9119,0.9093,0.9063,0.9033,0.9001,0.8977,0.8944,0.8919,0.8889,0.8858
0.753,0.8248,0.8966,0.9208,0.9324,0.939,0.943,0.9454,0.9469,0.9478,0.9483,0.9483,0.9482,0.9479,0.9474,0.9468,0.9462,0.9455,0.9447,0.9439,0.943,0.9421,0.9425,0.9423,0.942,0.9417,0.9408,0.9398,0.9387,0.9376,0.9361,0.9344,0.9323,0.9302,0.9276,0.9255,0.9228,0.9201,0.9178,0.9133,0.9122,0.9099,0.9075,0.9048,0.9022,0.8993,0.8967,0.8932,0.8905,0.8874,0.8843
0.7718,0.837,0.9022,0.9236,0.9339,0.9394,0.9425,0.9444,0.9454,0.9459,0.9461,0.9458,0.9453,0.9447,0.944,0.9432,0.9423,0.9413,0.9403,0.9393,0.9382,0.937,0.939,0.9382,0.9379,0.9374,0.9368,0.9359,0.9352,0.9343,0.933,0.9313,0.9292,0.9269,0.9246,0.9222,0.9198,0.9172,0.9145,0.9119,0.9083,0.9063,0.9033,0.9007,0.8981,0.8956,0.8925,0.8901,0.887,0.8845,0.8819
0.7932,0.8506,0.9079,0.9263,0.9348,0.9392,0.9416,0.9429,0.9434,0.9435,0.9432,0.9427,0.9419,0.941,0.94,0.9389,0.9378,0.9366,0.9354,0.9341,0.9328,0.9315,0.9303,0.9326,0.9318,0.9315,0.9309,0.9301,0.9293,0.9288,0.9279,0.9263,0.9241,0.9216,0.9189,0.9162,0.9137,0.9111,0.9077,0.9057,0.903,0.9002,0.8972,0.8937,0.8905,0.8881,0.8849,0.8817,0.8792,0.8761,0.873
0.8151,0.8644,0.9136,0.9288,0.9359,0.9391,0.941,0.9418,0.9419,0.9416,0.9411,0.9403,0.9392,0.9381,0.937,0.9357,0.9343,0.9329,0.9314,0.9301,0.9287,0.9272,0.9257,0.925,0.9235,0.9223,0.9217,0.9208,0.9199,0.9195,0.9187,0.9174,0.9153,0.9127,0.9097,0.9067,0.9036,0.9005,0.8975,0.8933,0.8914,0.8884,0.8854,0.8824,0.8792,0.8757,0.872,0.869,0.8655,0.862,0.8585
0.8408,0.8791,0.9174,0.9286,0.933,0.9348,0.9351,0.935,0.9342,0.9331,0.9318,0.9304,0.9287,0.927,0.9253,0.9235,0.9217,0.9198,0.9179,0.9161,0.9142,0.9122,0.9103,0.9083,0.9063,0.9055,0.9054,0.9047,0.9038,0.9033,0.9026,0.9007,0.898,0.8951,0.8924,0.8892,0.886,0.8822,0.8784,0.8744,0.8702,0.8671,0.8633,0.8596,0.8562,0.8523,0.8487,0.8449,0.841,0.8371,0.8332
0.8662,0.8903,0.9145,0.9202,0.9214,0.921,0.9196,0.9177,0.9155,0.9132,0.9108,0.9081,0.9054,0.9028,0.9001,0.8974,0.8946,0.8919,0.8892,0.8865,0.8837,0.881,0.8782,0.8755,0.8727,0.8708,0.8713,0.8712,0.8708,0.8709,0.8701,0.867,0.8636,0.8599,0.856,0.8521,0.8481,0.8437,0.8393,0.834,0.829,0.8238,0.8191,0.8139,0.809,0.8046,0.7998,0.7954,0.7906,0.786,0.7814
0.8643,0.8721,0.8799,0.8784,0.875,0.8709,0.8663,0.8615,0.8567,0.8518,0.847,0.842,0.8371,0.8322,0.8274,0.8224,0.8178,0.8131,0.8084,0.8037,0.7991,0.7947,0.79,0.7856,0.7814,0.7767,0.778,0.7784,0.7799,0.7791,0.7781,0.7741,0.7689,0.7625,0.7555,0.7498,0.7433,0.7368,0.7303,0.7235,0.7164,0.7088,0.7017,0.6943,0.6875,0.6796,0.6729,0.6658,0.6602,0.6538,0.6474
0.8539,0.8539,0.8453,0.8365,0.8286,0.8208,0.8131,0.8053,0.7979,0.7903,0.7832,0.7758,0.7688,0.7615,0.7547,0.7475,0.741,0.7343,0.7276,0.721,0.7146,0.7085,0.7018,0.6957,0.6901,0.6826,0.6847,0.6855,0.6891,0.6874,0.6861,0.6813,0.6741,0.6652,0.6551,0.6476,0.6386,0.6299,0.6214,0.6131,0.6037,0.5938,0.5844,0.5746,0.566,0.5545,0.5461,0.5363,0.5297,0.5215,0.5215
0.8643,0.8721,0.8799,0.8784,0.875,0.8709,0.8663,0.8615,0.8567,0.8518,0.847,0.842,0.8371,0.8322,0.8274,0.8224,0.8178,0.8131,0.8084,0.8037,0.7991,0.7947,0.79,0.7856,0.7814,0.7767,0.778,0.7784,0.7799,0.7791,0.7781,0.7741,0.7689,0.7625,0.7555,0.7498,0.7433,0.7368,0.7303,0.7235,0.7164,0.7088,0.7017,0.6943,0.6875,0.6796,0.6729,0.6658,0.6602,0.6538,0.6474
0.8662,0.8903,0.9145,0.9202,0.9214,0.921,0.9196,0.9177,0.9155,0.9132,0.9108,0.9081,0.9054,0.9028,0.9001,0.8974,0.8946,0.8919,0.8892,0.8865,0.8837,0.881,0.8782,0.8755,0.8727,0.8708,0.8713,0.8712,0.8708,0.8709,0.8701,0.867,0.8636,0.8599,0.856,0.8521,0.8481,0.8437,0.8393,0.834,0.829,0.8238,0.8191,0.8139,0.809,0.8046,0.7998,0.7954,0.7906,0.786,0.7814
0.8408,0.8791,0.9174,0.9286,0.933,0.9348,0.9351,0.935,0.9342,0.9331,0.9318,0.9304,0.9287,0.927,0.9253,0.9235,0.9217,0.9198,0.9179,0.9161,0.9142,0.9122,0.9103,0.9083,0.9063,0.9055,0.9054,0.9047,0.9038,0.9033,0.9026,0.9007,0.898,0.8951,0.8924,0.8892,0.886,0.8822,0.8784,0.8744,0.8702,0.8671,0.8633,0.8596,0.8562,0.8523,0.8487,0.8449,0.841,0.8371,0.8332
0.8151,0.8644,0.9136,0.9288,0.9359,0.9391,0.941,0.9418,0.9419,0.9416,0.9411,0.9403,0.9392,0.9381,0.937,0.9357,0.9343,0.9329,0.9314,0.9301,0.9287,0.9272,0.9257,0.925,0.9235,0.9223,0.9217,0.9208,0.9199,0.9195,0.9187,0.9174,0.9153,0.9127,0.9097,0.9067,0.9036,0.9005,0.8975,0.8933,0.8914,0.8884,0.8854,0.8824,0.8792,0.8757,0.872,0.869,0.8655,0.862,0.8585
0.7932,0.8506,0.9079,0.9263,0.9348,0.9392,0.9416,0.9429,0.9434,0.9435,0.9432,0.9427,0.9419,0.941,0.94,0.9389,0.9378,0.9366,0.9354,0.9341,0.9328,0.9315,0.9303,0.9326,0.9318,0.9315,0.9309,0.9301,0.9293,0.9288,0.9279,0.9263,0.9241,0.9216,0.9189,0.9162,0.9137,0.9111,0.9077,0.9057,0.903,0.9002,0.8972,0.8937,0.8905,0.8881,0.8849,0.8817,0.8792,0.8761,0.873
0.7718,0.837,0.9022,0.9236,0.9339,0.9394,0.9425,0.9444,0.9454,0.9459,0.9461,0.9458,0.9453,0.9447,0.944,0.9432,0.9423,0.9413,0.9403,0.9393,0.9382,0.937,0.939,0.9382,0.9379,0.9374,0.9368,0.9359,0.9352,0.9343,0.933,0.9313,0.9292,0.9269,0.9246,0.9222,0.9198,0.9172,0.9145,0.9119,0.9083,0.9063,0.9033,0.9007,0.8981,0.8956,0.8925,0.8901,0.887,0.8845,0.8819
0.753,0.8248,0.8966,0.9208,0.9324,0.939,0.943,0.9454,0.9469,0.9478,0.9483,0.9483,0.9482,0.9479,0.9474,0.9468,0.9462,0.9455,0.9447,0.9439,0.943,0.9421,0.9425,0.9423,0.942,0.9417,0.9408,0.9398,0.9387,0.9376,0.9361,0.9344,0.9323,0.9302,0.9276,0.9255,0.9228,0.9201,0.9178,0.9133,0.9122,0.9099,0.9075,0.9048,0.9022,0.8993,0.8967,0.8932,0.8905,0.8874,0.8843
0.727,0.8074,0.8877,0.915,0.9292,0.9372,0.9422,0.9456,0.9478,0.9493,0.9501,0.9506,0.9509,0.951,0.9509,0.9507,0.9504,0.9499,0.9495,0.9489,0.9483,0.9475,0.9468,0.9461,0.9455,0.9446,0.9432,0.942,0.9407,0.9395,0.9381,0.9362,0.933,0.9315,0.9297,0.9268,0.9243,0.9224,0.9197,0.9163,0.9136,0.9119,0.9093,0.9063,0.9033,0.9001,0.8977,0.8944,0.8919,0.8889,0.8858
0.7091,0.7955,0.8819,0.9121,0.9272,0.9361,0.9411,0.9446,0.9473,0.9492,0.9505,0.9513,0.9518,0.9521,0.9521,0.9521,0.9519,0.9516,0.9512,0.9508,0.9503,0.9496,0.949,0.9485,0.9475,0.9461,0.9447,0.9435,0.9425,0.941,0.9395,0.9373,0.9349,0.9325,0.9304,0.9279,0.9255,0.9227,0.9202,0.9158,0.9139,0.912,0.9094,0.9058,0.9032,0.8999,0.8969,0.8931,0.8895,0.8858,0.8821
0.6971,0.7872,0.8774,0.9085,0.9237,0.9335,0.9398,0.9441,0.947,0.9492,0.9507,0.9517,0.9523,0.9527,0.9529,0.9529,0.9528,0.9527,0.9524,0.9521,0.9517,0.9512,0.9507,0.9499,0.9484,0.9471,0.9461,0.945,0.9435,0.9419,0.9397,0.9372,0.9349,0.9327,0.9299,0.9278,0.925,0.9223,0.9199,0.9147,0.9129,0.9097,0.9077,0.9045,0.9007,0.8968,0.8934,0.887,0.8801,0.8729,0.8657
0.6758,0.7724,0.869,0.904,0.9215,0.9314,0.9382,0.9429,0.9462,0.9487,0.9504,0.9516,0.9524,0.9529,0.9533,0.9534,0.9535,0.9534,0.9532,0.953,0.9527,0.9522,0.9517,0.9507,0.9494,0.9484,0.9473,0.9454,0.9432,0.9419,0.9399,0.9371,0.9352,0.9324,0.9298,0.927,0.9239,0.9213,0.917,0.9147,0.912,0.9079,0.9038,0.8989,0.8926,0.8847,0.8773,0.8758,0.8743,0.8664,0.8712
0.6584,0.759,0.8596,0.8975,0.9171,0.9286,0.9361,0.9413,0.945,0.9477,0.9497,0.9511,0.9521,0.9528,0.9533,0.9536,0.9538,0.9538,0.9538,0.9537,0.9535,0.9531,0.9525,0.9515,0.9503,0.9491,0.9476,0.9457,0.9436,0.9414,0.9383,0.9371,0.9344,0.9317,0.9285,0.9255,0.9224,0.9187,0.9153,0.9109,0.9064,0.8998,0.8921,0.8877,0.8825,0.8786,0.8771,0.8756,0.8713,0.8598,0.8711
0.6427,0.749,0.8553,0.8933,0.9139,0.9261,0.9342,0.9399,0.9438,0.9468,0.9491,0.9507,0.9517,0.9525,0.9531,0.9535,0.9538,0.954,0.9541,0.954,0.9539,0.9537,0.953,0.9519,0.9507,0.9493,0.9474,0.9454,0.9432,0.9408,0.9389,0.9354,0.9329,0.9299,0.9263,0.9221,0.9189,0.9137,0.9083,0.9008,0.8964,0.8924,0.8883,0.8825,0.88,0.8785,0.8769,0.8754,0.8682,0.8532,0.8706
0.6317,0.7397,0.8476,0.8893,0.9111,0.924,0.9325,0.9385,0.9427,0.946,0.9483,0.9501,0.9514,0.9523,0.953,0.9536,0.9539,0.9541,0.9543,0.9543,0.9542,0.9539,0.9533,0.9521,0.9506,0.9484,0.947,0.9447,0.9415,0.9397,0.9365,0.9336,0.9307,0.9269,0.922,0.9177,0.9094,0.9032,0.9009,0.8968,0.893,0.8884,0.8835,0.8813,0.8798,0.8783,0.8767,0.8753,0.8652,0.8467,0.8707
